"type","class","order","family","genus","species","sciname"
"fish","Actinopterygii","Tetraodontiformes","Tetraodontidae","Takifugu","rubripes","Takifugu rubripes"
"fish","Actinopterygii","Perciformes","Latidae","Psammoperca","waigiensis","Psammoperca waigiensis"
"fish","Actinopterygii","Syngnathiformes","Fistulariidae","Fistularia","corneta","Fistularia corneta"
"fish","Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","pictus","Plectorhinchus pictus"
"fish","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","callorynchus","Callorhinchus callorynchus"
"fish","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros","mcclellandi","Bregmaceros mcclellandi"
"fish","Actinopterygii","Gadiformes","Macrouridae","Coelorinchus","chilensis","Coelorinchus chilensis"
"fish","Actinopterygii","Gadiformes","Macrouridae","Lepidorhynchus","denticulatus","Lepidorhynchus denticulatus"
"fish","Actinopterygii","Perciformes","Gempylidae","Rexea","solandri","Rexea solandri"
"fish","Actinopterygii","Perciformes","Sillaginidae","Sillago","flindersi","Sillago flindersi"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","herzensteini","Pseudopleuronectes herzensteini"
"fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","fulva","Cephalopholis fulva"
"fish","Actinopterygii","Pleuronectiformes","Soleidae","Solea","senegalensis","Solea senegalensis"
"fish","Actinopterygii","Perciformes","Gerreidae","Gerres","nigri","Gerres nigri"
"fish","Actinopterygii","Perciformes","Cheilodactylidae","Nemadactylus","macropterus","Nemadactylus macropterus"
"fish","Actinopterygii","Siluriformes","Ariidae","Netuma","thalassina","Netuma thalassina"
"fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","vomerinus","Lophius vomerinus"
"fish","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","ramsayi","Patagonotothen ramsayi"
"fish","Actinopterygii","Zeiformes","Cyttidae","Cyttus","traversi","Cyttus traversi"
"fish","Actinopterygii","Tetraodontiformes","Diodontidae","Tragulichthys","jaculiferus","Tragulichthys jaculiferus"
"fish","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus","japonicus","Argyrosomus japonicus"
"fish","Actinopterygii","Perciformes","Emmelichthyidae","Plagiogeneion","rubiginosum","Plagiogeneion rubiginosum"
"fish","Actinopterygii","Perciformes","Pentacerotidae","Paristiopterus","labiosus","Paristiopterus labiosus"
"fish","Actinopterygii","Perciformes","Pinguipedidae","Prolatilus","jugularis","Prolatilus jugularis"
"fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","brama","Seriolella brama"
"fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","caerulea","Seriolella caerulea"
"fish","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma","giganteum","Kathetostoma giganteum"
"fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","punctata","Seriolella punctata"
"fish","Actinopterygii","Perciformes","Stromateidae","Stromateus","brasiliensis","Stromateus brasiliensis"
"fish","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","niger","Allocyttus niger"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Planiliza","haematocheila","Planiliza haematocheila"
"fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","cretense","Sparisoma cretense"
"fish","Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","scaber","Meuschenia scaber"
"fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","innominatus","Dipturus innominatus"
"fish","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","novaezealandiae","Hydrolagus novaezealandiae"
"fish","Actinopterygii","Perciformes","Sciaenidae","Pennahia","anea","Pennahia anea"
"fish","Actinopterygii","Anguilliformes","Muraenesocidae","Cynoponticus","coniceps","Cynoponticus coniceps"
"fish","Actinopterygii","Perciformes","Mullidae","Mullus","argentinae","Mullus argentinae"
"fish","Actinopterygii","Beryciformes","Berycidae","Centroberyx","affinis","Centroberyx affinis"
"fish","Actinopterygii","Beryciformes","Berycidae","Centroberyx","gerrardi","Centroberyx gerrardi"
"fish","Actinopterygii","Syngnathiformes","Centriscidae","Centriscops","humerosus","Centriscops humerosus"
"fish","Actinopterygii","Perciformes","Scombridae","Thunnus","orientalis","Thunnus orientalis"
"fish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","conatus","Platycephalus conatus"
"fish","Actinopterygii","Perciformes","Serranidae","Lepidoperca","pulchella","Lepidoperca pulchella"
"fish","Actinopterygii","Perciformes","Scaridae","Scarus","persicus","Scarus persicus"
"fish","Actinopterygii","Perciformes","Serranidae","Caprodon","longimanus","Caprodon longimanus"
"fish","Elasmobranchii","Rhinopristiformes","Rhinidae","Rhynchobatus","australiae","Rhynchobatus australiae"
"fish","Actinopterygii","Perciformes","Gobiidae","Boleophthalmus","pectinirostris","Boleophthalmus pectinirostris"
"fish","Myxini","Myxiniformes","Myxinidae","Eptatretus","cirrhatus","Eptatretus cirrhatus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","bilineata","Lepidopsetta bilineata"
"fish","Actinopterygii","Scorpaeniformes","Platycephalidae","Grammoplites","suppositus","Grammoplites suppositus"
"fish","Actinopterygii","Perciformes","Stromateidae","Peprilus","paru","Peprilus paru"
"fish","Actinopterygii","Perciformes","Pinguipedidae","Pseudopercis","semifasciata","Pseudopercis semifasciata"
"fish","Actinopterygii","Perciformes","Bovichtidae","Cottoperca","gobio","Cottoperca gobio"
"fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","guatucupa","Cynoscion guatucupa"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","polyxystra","Lepidopsetta polyxystra"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","variabilis","Sebastes variabilis"
"invert","Bivalvia","Arcoida","Arcidae","Anadara","broughtonii","Anadara broughtonii"
"invert","Bivalvia","Arcoida","Arcidae","Anadara","grandis","Anadara grandis"
"invert","Bivalvia","Arcoida","Arcidae","Anadara","ovalis","Anadara ovalis"
"invert","Bivalvia","Arcoida","Arcidae","Anadara","tuberculosa","Anadara tuberculosa"
"invert","Bivalvia","Arcoida","Arcidae","Tegillarca","granosa","Tegillarca granosa"
"invert","Malacostraca","Decapoda","Aristeidae","Aristaeomorpha","foliacea","Aristaeomorpha foliacea"
"invert","Malacostraca","Decapoda","Aristeidae","Aristeus","antennatus","Aristeus antennatus"
"invert","Malacostraca","Decapoda","Aristeidae","Aristeus","varidens","Aristeus varidens"
"invert","Malacostraca","Decapoda","Aristeidae","Plesiopenaeus","edwardsianus","Plesiopenaeus edwardsianus"
"invert","Gastropoda","Neogastropoda","Buccinidae","Buccinum","undatum","Buccinum undatum"
"invert","Malacostraca","Decapoda","Cancridae","Cancer","borealis","Cancer borealis"
"invert","Malacostraca","Decapoda","Cancridae","Cancer","irroratus","Cancer irroratus"
"invert","Malacostraca","Decapoda","Cancridae","Cancer","pagurus","Cancer pagurus"
"invert","Malacostraca","Decapoda","Cancridae","Cancer","productus","Cancer productus"
"invert","Bivalvia","Veneroida","Cardiidae","Cerastoderma","edule","Cerastoderma edule"
"invert","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea"
"invert","Bivalvia","Veneroida","Cardiidae","Tridacna","derasa","Tridacna derasa"
"invert","Bivalvia","Veneroida","Cardiidae","Tridacna","maxima","Tridacna maxima"
"invert","Bivalvia","Veneroida","Cardiidae","Tridacna","squamosa","Tridacna squamosa"
"invert","Malacostraca","Decapoda","Cheiragonidae","Erimacrus","isenbeckii","Erimacrus isenbeckii"
"invert","Bivalvia","Veneroida","Corbiculidae","Polymesoda","expansa","Polymesoda expansa"
"invert","Malacostraca","Decapoda","Crangonidae","Crangon","crangon","Crangon crangon"
"invert","Echinoidea","Echinoida","Echinidae","Loxechinus","albus","Loxechinus albus"
"invert","Echinoidea","Echinoida","Echinidae","Paracentrotus","lividus","Paracentrotus lividus"
"invert","Malacostraca","Decapoda","Geryonidae","Chaceon","affinis","Chaceon affinis"
"invert","Malacostraca","Decapoda","Geryonidae","Chaceon","quinquedens","Chaceon quinquedens"
"invert","Bivalvia","Arcoida","Glycymerididae","Glycymeris","glycymeris","Glycymeris glycymeris"
"invert","Cephalopoda","Teuthida","Gonatidae","Berryteuthis","magister","Berryteuthis magister"
"invert","Gastropoda","Patellogastropoda","Haliotidae","Haliotis","rubra","Haliotis rubra"
"invert","Gastropoda","Patellogastropoda","Haliotidae","Haliotis","tuberculata","Haliotis tuberculata"
"invert","Bivalvia","Myoida","Hiatellidae","Panopea","generosa","Panopea generosa"
"invert","Holothuroidea","Aspidochirotida","Holothuriidae","Holothuria","fuscogilva","Holothuria fuscogilva"
"invert","Holothuroidea","Aspidochirotida","Holothuriidae","Holothuria","nobilis","Holothuria nobilis"
"invert","Merostomata","Xiphosura","Limulidae","Limulus","polyphemus","Limulus polyphemus"
"invert","Malacostraca","Decapoda","Lithodidae","Paralithodes","camtschaticus","Paralithodes camtschaticus"
"invert","Malacostraca","Decapoda","Lithodidae","Paralithodes","platypus","Paralithodes platypus"
"invert","Gastropoda","Neotaenioglossa","Littorinidae","Littorina","littorea","Littorina littorea"
"invert","Cephalopoda","Teuthida","Loliginidae","Doryteuthis","pealeii","Doryteuthis pealeii"
"invert","Cephalopoda","Teuthida","Loliginidae","Loligo","vulgaris","Loligo vulgaris"
"invert","Cephalopoda","Teuthida","Loliginidae","Sepioteuthis","lessoniana","Sepioteuthis lessoniana"
"invert","Bivalvia","Veneroida","Mactridae","Mactra","glabrata","Mactra glabrata"
"invert","Bivalvia","Veneroida","Mactridae","Mactra","quadrangularis","Mactra quadrangularis"
"invert","Bivalvia","Veneroida","Mactridae","Spisula","solida","Spisula solida"
"invert","Bivalvia","Veneroida","Mactridae","Tresus","nuttallii","Tresus nuttallii"
"invert","Malacostraca","Decapoda","Majidae","Maja","squinado","Maja squinado"
"invert","Malacostraca","Decapoda","Menippidae","Menippe","mercenaria","Menippe mercenaria"
"invert","Bivalvia","Myoida","Myidae","Mya","arenaria","Mya arenaria"
"invert","Bivalvia","Mytiloida","Mytilidae","Aulacomya","ater","Aulacomya ater"
"invert","Bivalvia","Mytiloida","Mytilidae","Choromytilus","chorus","Choromytilus chorus"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","chilensis","Mytilus chilensis"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","coruscus","Mytilus coruscus"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis","Mytilus edulis"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","galloprovincialis","Mytilus galloprovincialis"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","planulatus","Mytilus planulatus"
"invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","platensis","Mytilus platensis"
"invert","Bivalvia","Mytiloida","Mytilidae","Perna","canaliculus","Perna canaliculus"
"invert","Bivalvia","Mytiloida","Mytilidae","Perna","perna","Perna perna"
"invert","Bivalvia","Mytiloida","Mytilidae","Perna","viridis","Perna viridis"
"invert","Malacostraca","Decapoda","Nephropidae","Homarus","americanus","Homarus americanus"
"invert","Malacostraca","Decapoda","Nephropidae","Homarus","gammarus","Homarus gammarus"
"invert","Malacostraca","Decapoda","Nephropidae","Metanephrops","challengeri","Metanephrops challengeri"
"invert","Malacostraca","Decapoda","Nephropidae","Nephrops","norvegicus","Nephrops norvegicus"
"invert","Cephalopoda","Octopoda","Octopodidae","Eledone","cirrhosa","Eledone cirrhosa"
"invert","Cephalopoda","Octopoda","Octopodidae","Octopus","vulgaris","Octopus vulgaris"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Dosidicus","gigas","Dosidicus gigas"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Illex","argentinus","Illex argentinus"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Illex","coindetii","Illex coindetii"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Illex","illecebrosus","Illex illecebrosus"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Ommastrephes","bartramii","Ommastrephes bartramii"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","pacificus","Todarodes pacificus"
"invert","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","sagittatus","Todarodes sagittatus"
"invert","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","opilio","Chionoecetes opilio"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","corteziensis","Crassostrea corteziensis"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gasar","Crassostrea gasar"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Crassostrea gigas"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","iredalei","Crassostrea iredalei"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","madrasensis","Crassostrea madrasensis"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","rhizophorae","Crassostrea rhizophorae"
"invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","virginica","Crassostrea virginica"
"invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","chilensis","Ostrea chilensis"
"invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","conchaphila","Ostrea conchaphila"
"invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","edulis","Ostrea edulis"
"invert","Bivalvia","Ostreoida","Ostreidae","Ostreola","conchaphila","Ostreola conchaphila"
"invert","Bivalvia","Ostreoida","Ostreidae","Saccostrea","commercialis","Saccostrea commercialis"
"invert","Bivalvia","Ostreoida","Ostreidae","Saccostrea","cucullata","Saccostrea cucullata"
"invert","Malacostraca","Decapoda","Palaemonidae","Palaemon","serratus","Palaemon serratus"
"invert","Malacostraca","Decapoda","Palinuridae","Jasus","edwardsii","Jasus edwardsii"
"invert","Malacostraca","Decapoda","Palinuridae","Jasus","lalandii","Jasus lalandii"
"invert","Malacostraca","Decapoda","Palinuridae","Palinurus","elephas","Palinurus elephas"
"invert","Malacostraca","Decapoda","Palinuridae","Palinurus","gilchristi","Palinurus gilchristi"
"invert","Malacostraca","Decapoda","Palinuridae","Palinurus","mauritanicus","Palinurus mauritanicus"
"invert","Malacostraca","Decapoda","Palinuridae","Panulirus","argus","Panulirus argus"
"invert","Malacostraca","Decapoda","Palinuridae","Panulirus","gracilis","Panulirus gracilis"
"invert","Malacostraca","Decapoda","Palinuridae","Panulirus","homarus","Panulirus homarus"
"invert","Malacostraca","Decapoda","Palinuridae","Panulirus","longipes","Panulirus longipes"
"invert","Malacostraca","Decapoda","Palinuridae","Sagmariasus","verreauxi","Sagmariasus verreauxi"
"invert","Malacostraca","Decapoda","Pandalidae","Pandalus","jordani","Pandalus jordani"
"invert","Bivalvia","Ostreoida","Pectinidae","Aequipecten","opercularis","Aequipecten opercularis"
"invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","purpuratus","Argopecten purpuratus"
"invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","ventricosus","Argopecten ventricosus"
"invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","islandica","Chlamys islandica"
"invert","Bivalvia","Ostreoida","Pectinidae","Mimachlamys","varia","Mimachlamys varia"
"invert","Bivalvia","Ostreoida","Pectinidae","Mizuhopecten","yessoensis","Mizuhopecten yessoensis"
"invert","Bivalvia","Ostreoida","Pectinidae","Nodipecten","subnodosus","Nodipecten subnodosus"
"invert","Bivalvia","Ostreoida","Pectinidae","Patinopecten","caurinus","Patinopecten caurinus"
"invert","Bivalvia","Ostreoida","Pectinidae","Pecten","fumatus","Pecten fumatus"
"invert","Bivalvia","Ostreoida","Pectinidae","Pecten","jacobaeus","Pecten jacobaeus"
"invert","Bivalvia","Ostreoida","Pectinidae","Pecten","maximus","Pecten maximus"
"invert","Malacostraca","Decapoda","Penaeidae","Artemesia","longinaris","Artemesia longinaris"
"invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","aztecus","Farfantepenaeus aztecus"
"invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","brevirostris","Farfantepenaeus brevirostris"
"invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","duorarum","Farfantepenaeus duorarum"
"invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","notialis","Farfantepenaeus notialis"
"invert","Malacostraca","Decapoda","Penaeidae","Fenneropenaeus","chinensis","Fenneropenaeus chinensis"
"invert","Malacostraca","Decapoda","Penaeidae","Fenneropenaeus","penicillatus","Fenneropenaeus penicillatus"
"invert","Malacostraca","Decapoda","Penaeidae","Litopenaeus","setiferus","Litopenaeus setiferus"
"invert","Malacostraca","Decapoda","Penaeidae","Litopenaeus","vannamei","Litopenaeus vannamei"
"invert","Malacostraca","Decapoda","Penaeidae","Marsupenaeus","japonicus","Marsupenaeus japonicus"
"invert","Malacostraca","Decapoda","Penaeidae","Melicertus","kerathurus","Melicertus kerathurus"
"invert","Malacostraca","Decapoda","Penaeidae","Melicertus","latisulcatus","Melicertus latisulcatus"
"invert","Malacostraca","Decapoda","Penaeidae","Metapenaeus","joyneri","Metapenaeus joyneri"
"invert","Malacostraca","Decapoda","Penaeidae","Metapenaeus","monoceros","Metapenaeus monoceros"
"invert","Malacostraca","Decapoda","Penaeidae","Parapenaeopsis","atlantica","Parapenaeopsis atlantica"
"invert","Malacostraca","Decapoda","Penaeidae","Parapenaeus","longirostris","Parapenaeus longirostris"
"invert","Malacostraca","Decapoda","Penaeidae","Penaeus","monodon","Penaeus monodon"
"invert","Malacostraca","Decapoda","Penaeidae","Penaeus","semisulcatus","Penaeus semisulcatus"
"invert","Malacostraca","Decapoda","Penaeidae","Trachysalambria","curvirostris","Trachysalambria curvirostris"
"invert","Malacostraca","Decapoda","Penaeidae","Xiphopenaeus","kroyeri","Xiphopenaeus kroyeri"
"invert","Bivalvia","Veneroida","Pharidae","Ensis","directus","Ensis directus"
"invert","Bivalvia","Veneroida","Pharidae","Ensis","ensis","Ensis ensis"
"invert","Bivalvia","Veneroida","Pharidae","Pharus","legumen","Pharus legumen"
"invert","Maxillopoda","Pedunculata","Pollicipedidae","Pollicipes","pollicipes","Pollicipes pollicipes"
"invert","Malacostraca","Decapoda","Portunidae","Callinectes","danae","Callinectes danae"
"invert","Malacostraca","Decapoda","Portunidae","Callinectes","sapidus","Callinectes sapidus"
"invert","Malacostraca","Decapoda","Portunidae","Carcinus","aestuarii","Carcinus aestuarii"
"invert","Malacostraca","Decapoda","Portunidae","Carcinus","maenas","Carcinus maenas"
"invert","Malacostraca","Decapoda","Portunidae","Portunus","pelagicus","Portunus pelagicus"
"invert","Malacostraca","Decapoda","Portunidae","Portunus","trituberculatus","Portunus trituberculatus"
"invert","Malacostraca","Decapoda","Portunidae","Scylla","serrata","Scylla serrata"
"invert","Bivalvia","Veneroida","Psammobiidae","Asaphis","violascens","Asaphis violascens"
"invert","Bivalvia","Veneroida","Psammobiidae","Soletellina","diphos","Soletellina diphos"
"invert","Bivalvia","Pterioida","Pteriidae","Pinctada","margaritifera","Pinctada margaritifera"
"invert","Bivalvia","Pterioida","Pteriidae","Pteria","penguin","Pteria penguin"
"invert","Malacostraca","Decapoda","Scyllaridae","Thenus","orientalis","Thenus orientalis"
"invert","Bivalvia","Veneroida","Semelidae","Scrobicularia","plana","Scrobicularia plana"
"invert","Cephalopoda","Sepiida","Sepiidae","Sepia","officinalis","Sepia officinalis"
"invert","Malacostraca","Decapoda","Sergestidae","Acetes","erythraeus","Acetes erythraeus"
"invert","Malacostraca","Decapoda","Sergestidae","Acetes","japonicus","Acetes japonicus"
"invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","brevirostris","Sicyonia brevirostris"
"invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","ingentis","Sicyonia ingentis"
"invert","Bivalvia","Veneroida","Solecurtidae","Sinonovacula","constricta","Sinonovacula constricta"
"invert","Malacostraca","Decapoda","Solenoceridae","Pleoticus","muelleri","Pleoticus muelleri"
"invert","Malacostraca","Decapoda","Solenoceridae","Pleoticus","robustus","Pleoticus robustus"
"invert","Malacostraca","Decapoda","Solenoceridae","Solenocera","agassizii","Solenocera agassizii"
"invert","Malacostraca","Stomatopoda","Squillidae","Squilla","mantis","Squilla mantis"
"invert","Holothuroidea","Aspidochirotida","Stichopodidae","Thelenota","ananas","Thelenota ananas"
"invert","Bivalvia","Veneroida","Tridacnidae","Hippopus","hippopus","Hippopus hippopus"
"invert","Gastropoda","Archaeogastropoda","Trochidae","Trochus","niloticus","Trochus niloticus"
"invert","Malacostraca","Decapoda","Upogebiidae","Upogebia","pugettensis","Upogebia pugettensis"
"invert","Bivalvia","Veneroida","Veneridae","Callista","chione","Callista chione"
"invert","Bivalvia","Veneroida","Veneridae","Chamelea","gallina","Chamelea gallina"
"invert","Bivalvia","Veneroida","Veneridae","Cyclina","sinensis","Cyclina sinensis"
"invert","Bivalvia","Veneroida","Veneridae","Leukoma","staminea","Leukoma staminea"
"invert","Bivalvia","Veneroida","Veneridae","Mercenaria","mercenaria","Mercenaria mercenaria"
"invert","Bivalvia","Veneroida","Veneridae","Meretrix","lusoria","Meretrix lusoria"
"invert","Bivalvia","Veneroida","Veneridae","Paphia","gallus","Paphia gallus"
"invert","Bivalvia","Veneroida","Veneridae","Ruditapes","decussatus","Ruditapes decussatus"
"invert","Bivalvia","Veneroida","Veneridae","Ruditapes","philippinarum","Ruditapes philippinarum"
"invert","Bivalvia","Veneroida","Veneridae","Saxidomus","gigantea","Saxidomus gigantea"
"invert","Bivalvia","Veneroida","Veneridae","Tapes","aureus","Tapes aureus"
"invert","Bivalvia","Veneroida","Veneridae","Venerupis","pullastra","Venerupis pullastra"
"invert","Bivalvia","Veneroida","Veneridae","Venerupis","rhomboides","Venerupis rhomboides"
"invert","Bivalvia","Veneroida","Veneridae","Venus","verrucosa","Venus verrucosa"
